Name,Author,Teleport Command,Notes,Category,Entry Type
Head Hunters Hoe,Unknown Author,/tp @s -64.5 41 17.5 -90 0,,Melee Weapons,Item
Heart Sword,Unknown Author,/tp @s -64.5 41 18.5 -90 0,,Melee Weapons,Item
Hoes before bros,keyshujin,/tp @s -64.5 41 19.5 -90 0,,Melee Weapons,Item
Immortal Scythe,Elemental_ADHD,/tp @s -64.5 41 13.5 -90 35,,Melee Weapons,Item
Inferno,Deltaxe,/tp @s -64.5 41 14.5 -90 35,,Melee Weapons,Item
Isotonic,DesignatedSky,/tp @s -64.5 41 15.5 -90 35,,Melee Weapons,Item
Jack Hammer,Kinq,/tp @s -64.5 41 16.5 -90 35,,Melee Weapons,Item
Katana of ALPHA,Unknown Author,/tp @s -64.5 41 17.5 -90 35,,Melee Weapons,Item
King's Deity,Unknown Author,/tp @s -64.5 41 18.5 -90 35,,Melee Weapons,Item
Last Knight's Bone,Unknown Author,/tp @s -64.5 41 19.5 -90 35,,Melee Weapons,Item
Legit Super OP Sword,Unknown Author,/tp @s -65.5 45 19.5 0 0,,Melee Weapons,Item
Masamune,Unknown Author,/tp @s -66.5 45 19.5 0 0,,Melee Weapons,Item
Meat Grinder,Unknown Author,/tp @s -67.5 45 19.5 0 0,,Melee Weapons,Item
Merciless Furry Murderer,Unknown Author,/tp @s -68.5 45 19.5 0 0,,Melee Weapons,Item
Natalie Ries,FileExtension,/tp @s -69.5 45 19.5 0 0,,Melee Weapons,Item
Needle,Unknown Author,/tp @s -64.5 44 19.5 0 0,,Melee Weapons,Item
No Anime,Unknown Author,/tp @s -65.5 44 19.5 0 0,,Melee Weapons,Item
oathkeeper,x_Divine_Hero_x,/tp @s -66.5 44 19.5 0 0,,Melee Weapons,Item
One-hit sword,Unknown Author,/tp @s -67.5 44 19.5 0 0,,Melee Weapons,Item
Operator's Blade of DOOOOOOM!!!,OperatorTheDope,/tp @s -68.5 44 19.5 0 0,,Melee Weapons,Item
Pyroaxe,Unknown Author,/tp @s -69.5 44 19.5 0 0,,Melee Weapons,Item
Red Winter is Coming,Katsuo,/tp @s -70.5 44 19.5 0 0,,Melee Weapons,Item
Rubygorre Sword,keyshujin,/tp @s -64.5 43 19.5 0 0,,Melee Weapons,Item
Savior Sword,Unknown Author,/tp @s -65.5 43 19.5 0 0,,Melee Weapons,Item
Scythe of Angels,Yurni,/tp @s -66.5 43 19.5 0 0,,Melee Weapons,Item
Scythe of The Angels,Yurni,/tp @s -67.5 43 19.5 0 0,,Melee Weapons,Item
Skill Issue Detected,Unknown Author,/tp @s -68.5 43 19.5 0 0,,Melee Weapons,Item
Skofnung Sword v3,Unknown Author,/tp @s -69.5 43 19.5 0 0,,Melee Weapons,Item
Skull Sickle,Unknown Author,/tp @s -70.5 43 19.5 0 0,,Melee Weapons,Item
Slapping Fish,Ghosty,/tp @s -64.5 42 19.5 0 0,,Melee Weapons,Item
SpongeBob's Stick,FileExtensions,/tp @s -65.5 42 19.5 0 0,,Melee Weapons,Item
STAFF OF THE KING,Unknown Author,/tp @s -66.5 42 19.5 0 0,,Melee Weapons,Item
sussyhecker's Blade o' Doom,Unknown Author,/tp @s -67.5 42 19.5 0 0,,Melee Weapons,Item
Sweeping Hoe,CoolestGuy94,/tp @s -68.5 42 19.5 0 0,,Melee Weapons,Item
SWORD_FROM_THE_HEAVENS,TYLER_5505,/tp @s -69.5 42 19.5 0 0,,Melee Weapons,Item
Sword of the Multiverse,Unknown Author,/tp @s -70.5 42 19.5 0 0,,Melee Weapons,Item
The Ban Hammer,tcrnado,/tp @s -64.5 41 19.5 0 0,,Melee Weapons,Item
THE BATTLE AXE OF A TRUE VAMPIRE,D3v4tm05ph3r3,/tp @s -65.5 41 19.5 0 0,,Melee Weapons,Item
The Bedrock Breaker,Unknown Author,/tp @s -66.5 41 19.5 0 0,,Melee Weapons,Item
The fourth tick,Yurni,/tp @s -67.5 41 19.5 0 0,,Melee Weapons,Item
The Ultimate Bamboo,PandaBearE29,/tp @s -68.5 41 19.5 0 0,,Melee Weapons,Item
The Universal Axe,"quack95, xPkz_",/tp @s -69.5 41 19.5 0 0,,Melee Weapons,Item
Thundershard,keyshujin,/tp @s -70.5 41 19.5 0 0,,Melee Weapons,Item
TickleMyPickle,Pr7nc3,/tp @s -64.5 41 19.5 0 35,,Melee Weapons,Item
Unstable Dark Axe,Unknown Author,/tp @s -65.5 41 19.5 0 35,,Melee Weapons,Item
Upside-Down Cross,Wecklerie,/tp @s -66.5 41 19.5 0 35,,Melee Weapons,Item
Warlock Blade,Ganondorf629,/tp @s -67.5 41 19.5 0 35,,Melee Weapons,Item
Weeaboo Warrior's Blade,Unknown Author,/tp @s -68.5 41 19.5 0 35,,Melee Weapons,Item
Winter's Ice Blade,xXWinterBladeXx,/tp @s -69.5 41 19.5 0 35,,Melee Weapons,Item
Xelion Devil's Wish,quack95,/tp @s -70.5 41 19.5 0 35,,Melee Weapons,Item
Xelion Monix Scythe,quack95,/tp @s -70.5 45 18.5 90 0,,Melee Weapons,Item
Xelion Monix Vesice,quack95,/tp @s -70.5 45 17.5 90 0,,Melee Weapons,Item
お前はもう死んでいる,Ghosty,/tp @s -70.5 45 16.5 90 0,,Melee Weapons,Item
Yurni Wanted A Pink Weapon,Yurni,/tp @s -70.5 45 15.5 90 0,,Melee Weapons,Item
A Sharp Bow,Yurni,/tp @s -88.5 45 14.5 -90 0,,Ranged Weapons,Item
Black Hole Gun,IllagerCaptain,/tp @s -88.5 45 15.5 -90 0,,Ranged Weapons,Item
Coup d'état,Unknown Author,/tp @s -88.5 45 16.5 -90 0,,Ranged Weapons,Item
Crossbow of the Dead,OperatorTheDope,/tp @s -88.5 45 17.5 -90 0,,Ranged Weapons,Item
error: quick.fire.catch(e),Shdwo,/tp @s -88.5 45 18.5 -90 0,,Ranged Weapons,Item
H34DSh0T,Kinq,/tp @s -88.5 44 13.5 -90 0,,Ranged Weapons,Item
[IMMORTAL BOW] [BETA],Zhyren,/tp @s -88.5 44 14.5 -90 0,,Ranged Weapons,Item
Kismet Sharpened Bow,"Yurni, Team Kismet",/tp @s -88.5 44 15.5 -90 0,,Ranged Weapons,Item
Kismet Syringe,"Yurni, Team Kismet",/tp @s -88.5 44 16.5 -90 0,,Ranged Weapons,Item
Love Letter Splash,Yurni,/tp @s -88.5 44 17.5 -90 0,,Ranged Weapons,Item
LyicxCorp Semiautomatic Rifle,Krypandenej,/tp @s -88.5 44 18.5 -90 0,,Ranged Weapons,Item
Mlg Pro,Ghosty,/tp @s -88.5 44 19.5 -90 0,,Ranged Weapons,Item
Mlg Pro 2.0,Ghosty,/tp @s -88.5 43 13.5 -90 0,,Ranged Weapons,Item
Oceanic Fork,Unknown Author,/tp @s -88.5 43 14.5 -90 0,,Ranged Weapons,Item
retribution,Unknown Author,/tp @s -88.5 43 15.5 0 0,,Ranged Weapons,Item
Rigormortis,keyshujin,/tp @s -88.5 43 16.5 0 0,,Ranged Weapons,Item
Smoke Grenade Launchers,xPkz_,/tp @s -88.5 43 17.5 0 0,,Ranged Weapons,Item
Star Dust Bow,Unknown Author,/tp @s -88.5 43 18.5 0 0,,Ranged Weapons,Item
The Paranoid,Odsseys,/tp @s -88.5 43 19.5 0 0,,Ranged Weapons,Item
Uzi's Sick as Hell RAILGUN!!,Unknown Author,/tp @s -88.5 42 13.5 -90 0,,Ranged Weapons,Item
Your Resistance,"Yurni, TeamKismet",/tp @s -88.5 42 14.5 -90 0,,Ranged Weapons,Item
Yurni's Comically Large Fork,Yurni,/tp @s -88.5 42 15.5 -90 0,,Ranged Weapons,Item
CompactKit,Enchilada12,/tp @s -99.5 44 -14.5 -90 0,Archivist Pick,Item Sets,Item
Praetor Helm,Unknown Author,/tp @s -99.5 43 -15.5 -90 0,,Item Sets,Item
Praetor Cuirass,Unknown Author,/tp @s -99.5 43 -15.5 -90 0,,Item Sets,Item
Praetor Chausses,Unknown Author,/tp @s -99.5 43 -15.5 -90 0,,Item Sets,Item
Praetor Sollerets,Unknown Author,/tp @s -99.5 43 -15.5 -90 0,,Item Sets,Item
The Crucible,Unknown Author,/tp @s -99.5 43 -15.5 -90 0,,Item Sets,Item
Vortex Rifle,Unknown Author,/tp @s -99.5 43 -15.5 -90 0,,Item Sets,Item
Gray Kit,Unknown Author,/tp @s -99.5 43 -14.5 -90 0,,Item Sets,Item
Luneiter's Head,Luneiter,/tp @s -99.5 43 -13.5 -90 0,,Item Sets,Item
Luneiter's Wings,Luneiter,/tp @s -99.5 43 -13.5 -90 0,,Item Sets,Item
Luneiter's Stealth,Luneiter,/tp @s -99.5 43 -13.5 -90 0,,Item Sets,Item
Luneiter's Speed,Luneiter,/tp @s -99.5 43 -13.5 -90 0,,Item Sets,Item
Luneiter's Power,Luneiter,/tp @s -99.5 43 -13.5 -90 0,,Item Sets,Item
techHead,techiemaster2005,/tp @s -99.5 42 -15.5 -90 0,,Item Sets,Item
techSword,techiemaster2005,/tp @s -99.5 42 -15.5 -90 0,,Item Sets,Item
quack95's tools,quack95,/tp @s -99.5 42 -14.5 -90 0,,Item Sets,Item
A Great View,Unknown Author,/tp @s 53.5 45 -13.5 90 0,NSFW,Lore,Item
ALL CHILDREN WILL BE OBLITERATED,Feueristic,/tp @s 53.5 45 -14.5 90 0,,Lore,Item
ALL PRE-TEENS WILL BE OBLITERATED,Unknown Author,/tp @s 53.5 45 -15.5 90 0,,Lore,Item
All Seeing Eye,scider,/tp @s 53.5 45 -16.5 90 0,,Lore,Item
Amogus,Unknown Author,/tp @s 53.5 45 -17.5 90 0,,Lore,Item
bad admin no cookie,flamingSkies,/tp @s 53.5 44 -12.5 90 0,Archivist Pick,Lore,Item
Ban ImproperIssues,ImproperIssues,/tp @s 53.5 44 -13.5 90 0,,Lore,Item
BEAUTY,Unknown Author,/tp @s 53.5 44 -14.5 90 0,NSFW,Lore,Item
Bign Chilling Pokemon Card,Unknown Author,/tp @s 53.5 44 -15.5 90 0,,Lore,Item
Сука Блядь,Ghosty,/tp @s 53.5 44 -16.5 0 0,,Lore,Item
Breadward,LeoTheRavioli,/tp @s 53.5 44 -17.5 90 0,Archivist Pick,Lore,Item
DESIRE,Unknown Author,/tp @s 53.5 44 -18.5 90 0,NSFW,Lore,Item
Egg!,MarioKartWii,/tp @s 53.5 43 -12.5 90 0,,Lore,Item
Egyptian Charm of Luck,inlovewithaghost,/tp @s 53.5 43 -13.5 90 0,Archivist Pick,Lore,Item
End Portal Glitch Diagram,Unknown Author,/tp @s 53.5 43 -14.5 90 0,,Lore,Item
Epic Painting,Unknown Author,/tp @s 53.5 43 -15.5 90 0,NSFW,Lore,Item
HOTWOMAN.jpg,miniozoid,/tp @s 53.5 43 -16.5 90 0,NSFW,Lore,Item
Incmatter Core,quack95,/tp @s 53.5 43 -17.5 90 0,,Lore,Item
Ion Battery,quack95,/tp @s 53.5 43 -18.5 90 0,,Lore,Item
Itemizium,OperatorTheDope,/tp @s 53.5 42 -12.5 90 0,,Lore,Item
Labmatter Battery,quack95,/tp @s 53.5 42 -13.5 90 0,,Lore,Item
Labs Analysis Device,quack95,/tp @s 53.5 42 -14.5 90 0,,Lore,Item
Labs Inc. Analysis Visor BETA,quack95,/tp @s 53.5 42 -15.5 90 0,,Lore,Item
Labs Inc. Analysis Visor COMMUNITY,quack95,/tp @s 53.5 42 -16.5 90 0,,Lore,Item
Labs Inc. Scanner,quack95,/tp @s 53.5 42 -17.5 90 0,,Lore,Item
Lead of Hope,FilluS,/tp @s 53.5 42 -18.5 90 0,,Lore,Item
les,Unknown Author,/tp @s 53.5 41 -12.5 90 0,NSFW,Lore,Item
Light Catalyst,Unknown Author,/tp @s 53.5 41 -13.5 90 0,,Lore,Item
Mao Zedong,Unknown Author,/tp @s 53.5 41 -14.5 90 0,,Lore,Item
Media Compression Tool,EnderEyeGames,/tp @s 53.5 41 -15.5 90 0,,Lore,Item
Mystic Gaming Laptop,AlNuaimi50,/tp @s 53.5 41 -16.5 90 0,,Lore,Item
电话朋友,Unknown Author,/tp @s 53.5 41 -17.5 90 0,,Lore,Item
N-WordPass,MorganAnkan,/tp @s 53.5 41 -18.5 90 0,,Lore,Item
Paracesis,Feueristic,/tp @s 53.5 41 -12.5 90 35,Archivist Pick,Lore,Item
Pika Helmet,Drewmeister01,/tp @s 53.5 41 -13.5 90 35,,Lore,Item
Sans,Unknown Author,/tp @s 53.5 41 -14.5 90 35,,Lore,Item
scaffolding,antigamesm12,/tp @s 53.5 41 -15.5 90 35,,Lore,Item
SHIBAZON,Unknown Author,/tp @s 53.5 41 -16.5 90 35,,Lore,Item
Shio Ramen (very oishii!!!),Unknown Author,/tp @s 53.5 41 -17.5 90 35,,Lore,Item
Sinaka,Unknown Author,/tp @s 53.5 41 -18.5 90 35,,Lore,Item
Sponge,Unknown Author,/tp @s 54.5 45 -18.5 -180 0,,Lore,Item
Sky-Powered Brain Replacement,Romoney,/tp @s 55.5 45 -18.5 -180 0,,Lore,Item
Snippers,scider,/tp @s 56.5 45 -18.5 -180 0,,Lore,Item
Space Suit,keyshujin,/tp @s 57.5 45 -18.5 -180 0,Archivist Pick,Lore,Item
Super Weed,Unknown Author,/tp @s 58.5 45 -18.5 -180 0,,Lore,Item
Tutankhamun's Death Mask,inlovewithaghost,/tp @s 53.5 44 -18.5 -180 0,Archivist Pick,Lore,Item
The Holy Hand Grenade of Antioch v2,Unknown Author,/tp @s 54.5 44 -18.5 -180 0,,Lore,Item
The Penis Joke is Real,Unknown Author,/tp @s 55.5 44 -18.5 -180 0,,Lore,Item
ULTIMATE BOSS SLAYER OF DOOM MK3,Unknown Author,/tp @s 56.5 44 -18.5 -180 0,,Lore,Item
Ultra Weed,Unknown Author,/tp @s 57.5 44 -18.5 -180 0,,Lore,Item
UwU,Unknown Author,/tp @s 58.5 44 -18.5 -180 0,NSFW,Lore,Item
Veteran Gaming Laptop,AlNuaimi50,/tp @s 59.5 44 -18.5 -180 0,,Lore,Item
Waxed Weathered Cut Copper Stairs,Feueristic,/tp @s 53.5 43 -18.5 -180 0,,Lore,Item
When the imposter is sus,Unknown Author,/tp @s 54.5 43 -18.5 -180 0,,Lore,Item
Amogus Manifesto,Unknown Author,/tp @s 53.5 45 14.5 90 0,,Misc. Non-Func.,Item
Anti's Collar,Yurni,/tp @s 53.5 45 15.5 90 0,,Misc. Non-Func.,Item
Apollo's Pocket Watch,Helium,/tp @s 53.5 45 16.5 90 0,,Misc. Non-Func.,Item
Aureus,Unknown Author,/tp @s 53.5 45 17.5 90 0,,Misc. Non-Func.,Item
Bi Pride,Yurni,/tp @s 53.5 45 18.5 90 0,,Misc. Non-Func.,Item
Certificate of SRO,quack95,/tp @s 53.5 44 13.5 90 0,,Misc. Non-Func.,Item
Blank SRO ID Card,quack95,/tp @s 53.5 44 14.5 90 0,,Misc. Non-Func.,Item
Bubble Unit PrototypeK,quack95,/tp @s 53.5 44 15.5 90 0,,Misc. Non-Func.,Item
Callums Item,luckycallum33,/tp @s 53.5 44 16.5 90 0,,Misc. Non-Func.,Item
CF Goggles,Unknown Author,/tp @s 53.5 44 17.5 90 0,,Misc. Non-Func.,Item
Chalk,Kadalyst,/tp @s 53.5 44 18.5 90 0,,Misc. Non-Func.,Item
C H E E S E,Unknown Author,/tp @s 53.5 44 19.5 90 0,,Misc. Non-Func.,Item
Chikin Nuggy,30MrKnowItAll,/tp @s 53.5 43 13.5 90 0,,Misc. Non-Func.,Item
Compooter Screen,Kadalyst,/tp @s 53.5 43 14.5 90 0,,Misc. Non-Func.,Item
Crewmate Satchel,Unknown Author,/tp @s 53.5 43 15.5 90 0,,Misc. Non-Func.,Item
Cuach Rune,Unknown Author,/tp @s 53.5 43 16.5 90 0,,Misc. Non-Func.,Item
Decy's Collar,Yurni,/tp @s 53.5 43 17.5 90 0,,Misc. Non-Func.,Item
Divorce Papers,Unknown Author,/tp @s 53.5 43 18.5 90 0,,Misc. Non-Func.,Item
DOOR STUCK!,Ghosty,/tp @s 53.5 43 19.5 90 0,,Misc. Non-Func.,Item
Emo Iron Ingot,Unknown Author,/tp @s 53.5 42 13.5 90 0,,Misc. Non-Func.,Item
ERROR,Kinq,/tp @s 53.5 42 14.5 90 0,,Misc. Non-Func.,Item
FAR's Bed of Death,MarioKartWii,/tp @s 53.5 42 15.5 90 0,,Misc. Non-Func.,Item
Fire Orb,Unknown Author,/tp @s 53.5 42 16.5 90 0,,Misc. Non-Func.,Item
"Fish Head, Fish Tail",Unknown Author,/tp @s 53.5 42 17.5 90 0,Archivist Pick,Misc. Non-Func.,Item
Fishy Fwiend,Unknown Author,/tp @s 53.5 42 18.5 90 0,,Misc. Non-Func.,Item
Frenzy,keyshujin,/tp @s 53.5 42 19.5 90 0,,Misc. Non-Func.,Item
Highlighter,Kadalyst,/tp @s 53.5 41 13.5 90 0,,Misc. Non-Func.,Item
Homing attack,Unknown Author,/tp @s 53.5 41 14.5 90 0,,Misc. Non-Func.,Item
Ilesish Rune,Unknown Author,/tp @s 53.5 41 15.5 90 0,,Misc. Non-Func.,Item
Illicit Substances,Phokieu,/tp @s 53.5 41 16.5 90 0,,Misc. Non-Func.,Item
Imperium Crown,Unknown Author,/tp @s 53.5 41 17.5 90 0,,Misc. Non-Func.,Item
Imperium Knight,Unknown Author,/tp @s 53.5 41 18.5 90 0,,Misc. Non-Func.,Item
Imperium Non-Member Land Permit,Unknown Author,/tp @s 53.5 41 19.5 90 0,,Misc. Non-Func.,Item
Imperium Shop Permit,Unknown Author,/tp @s 53.5 41 13.5 90 35,,Misc. Non-Func.,Item
Israel Talisman,R3fael,/tp @s 53.5 41 14.5 90 35,,Misc. Non-Func.,Item
JUMPSC4R3,Kinq,/tp @s 53.5 41 15.5 90 35,,Misc. Non-Func.,Item
Justin's Collar,Yurni,/tp @s 53.5 41 16.5 90 35,,Misc. Non-Func.,Item
Katsuo's Collar,Yurni,/tp @s 53.5 41 17.5 90 35,,Misc. Non-Func.,Item
Krytek Spy,quack95,/tp @s 53.5 41 18.5 90 35,,Misc. Non-Func.,Item
Labtek Spysight,quack95,/tp @s 53.5 41 19.5 90 35,,Misc. Non-Func.,Item
Lag Berries,MarioKartWii,/tp @s 54.5 45 19.5 0 0,Archivist Pick,Misc. Non-Func.,Item
MagmaCo Banner,Yurni,/tp @s 55.5 45 19.5 0 0,,Misc. Non-Func.,Item
Milk,Unknown Author,/tp @s 56.5 45 19.5 0 0,,Misc. Non-Func.,Item
Missing Rune,Unknown Author,/tp @s 57.5 45 19.5 0 0,,Misc. Non-Func.,Item
Music Rune,Unknown Author,/tp @s 58.5 45 19.5 0 0,,Misc. Non-Func.,Item
Naughty Naughty Hentai,Unknown Unknown Author,/tp @s 53.5 44 19.5 0 0,,Misc. Non-Func.,Item
Pencil,Kadalyst,/tp @s 54.5 44 19.5 0 0,,Misc. Non-Func.,Item
Place The Armo(u)r Stand,Parsa__,/tp @s 55.5 44 19.5 0 0,,Misc. Non-Func.,Item
Pro Server Lagger B),Yurni,/tp @s 56.5 44 19.5 0 0,,Misc. Non-Func.,Item
Putrid Powder,GingaNinja_23,/tp @s 57.5 44 19.5 0 0,,Misc. Non-Func.,Item
quack95,quack95,/tp @s 58.5 44 19.5 0 0,,Misc. Non-Func.,Item
Relic Fragment,Unknown Author,/tp @s 59.5 44 19.5 0 0,,Misc. Non-Func.,Item
Roses are Red,Unknown Author,/tp @s 53.5 43 19.5 0 0,,Misc. Non-Func.,Item
Rune From The Stars,gingowori,/tp @s 54.5 43 19.5 0 0,,Misc. Non-Func.,Item
Saidohwi Rune,Unknown Author,/tp @s 55.5 43 19.5 0 0,,Misc. Non-Func.,Item
Saundermeade Crown,videogamesm12,/tp @s 56.5 43 19.5 0 0,,Misc. Non-Func.,Item
Shiba Kit,enchy,/tp @s 57.5 43 19.5 0 0,,Misc. Non-Func.,Item
Shroomp + Rick Roll,Yurni,/tp @s 58.5 43 19.5 0 0,,Misc. Non-Func.,Item
Sieg Heil,Unknown Author,/tp @s 59.5 43 19.5 0 0,,Misc. Non-Func.,Item
Sticky Note,Kadalyst,/tp @s 53.5 42 19.5 0 0,,Misc. Non-Func.,Item
Svnc's Collar,Svnc,/tp @s 54.5 42 19.5 0 0,,Misc. Non-Func.,Item
The Chain <3,Yurni,/tp @s 55.5 42 19.5 0 0,,Misc. Non-Func.,Item
Unicorn,Unknown Author,/tp @s 56.5 42 19.5 0 0,,Misc. Non-Func.,Item
Walking Stick (2.0),Unknown Author,/tp @s 57.5 42 19.5 0 0,,Misc. Non-Func.,Item
Yurni Arrival Sign,Yurni,/tp @s 58.5 42 19.5 0 0,,Misc. Non-Func.,Item
Yurni's Button Brain,Yurni,/tp @s 59.5 42 19.5 0 0,,Misc. Non-Func.,Item
Yurni's Catnip,Yurni,/tp @s 53.5 41 19.5 0 0,,Misc. Non-Func.,Item
Yurni's Collar,Yurni,/tp @s 54.5 41 19.5 0 0,,Misc. Non-Func.,Item
Yurni's Vibrator,Yurni,/tp @s 55.5 41 19.5 0 0,,Misc. Non-Func.,Item
Yurni Was Here,Yurni,/tp @s 56.5 41 19.5 0 0,,Misc. Non-Func.,Item
Zarxana's Bone,"Khol, Zarxana",/tp @s 57.5 41 19.5 0 0,,Misc. Non-Func.,Item
Alchemy,keyshujin,/tp @s -18.5 61 67.5 90 0,,Misc. Func.,Book
Armor Stand Tag Editor,keyshujin,/tp @s -18.5 61 66.5 90 0,,Misc. Func.,Book
Book o Colors,KHobbits,/tp @s -18.5 61 65.5 90 0,,Misc. Func.,Book
catcube's Spell Book,catcube_,/tp @s -18.5 61 63.5 90 0,,Misc. Func.,Book
Checkpoints,keyshujin,/tp @s -18.5 61 62.5 90 0,,Misc. Func.,Book
Compact Enchant,keyshujin,/tp @s -18.5 61 61.5 90 0,,Misc. Func.,Book
Crazy Command Book,Mr_Hipe,/tp @s -18.5 60 67.5 90 0,,Misc. Func.,Book
Daytime & Weather,keyshujin,/tp @s -18.5 60 66.5 90 0,,Misc. Func.,Book
Fake Block Template,keyshujin,/tp @s -18.5 60 65.5 90 0,,Misc. Func.,Book
Gamerules,keyshujin,/tp @s -18.5 60 64.5 90 0,,Misc. Func.,Book
Item NBT Tag Editor,keyshujin,/tp @s -18.5 60 63.5 90 0,,Misc. Func.,Book
Kat's Characters,Katsuo,/tp @s -18.5 60 62.5 90 0,,Misc. Func.,Book
Lex's Secret,Lex,/tp @s -18.5 60 61.5 90 0,,Misc. Func.,Book
Marxx' Characters Vol. 6,Katsuo,/tp @s -18.5 59 67.5 90 0,,Misc. Func.,Book
Minecraft: Paper Edition,keyshujin,/tp @s -18.5 59 66.5 90 0,,Misc. Func.,Book
Name Tag Editor,keyshujin,/tp @s -18.5 59 65.5 90 0,,Misc. Func.,Book
Note Block Book,Unknown Author,/tp @s -18.5 59 64.5 90 0,,Misc. Func.,Book
Rickroll Lectern,Unknown Author,/tp @s -18.5 59 63.5 90 0,,Misc. Func.,Book
Tnt4Will's Library,Tnt4Will,/tp @s -18.5 59 62.5 90 0,,Misc. Func.,Book
ULTIMATE GRIEFING GUI V2,KriTikal___Error,/tp @s -18.5 59 61.5 90 0,,Misc. Func.,Book
Ultimate trolling book,Unknown Author,/tp @s -18.5 58 67.5 90 0,,Misc. Func.,Book
Unicode Symbols,keyshujin,/tp @s -18.5 58 66.5 90 0,,Misc. Func.,Book
Utility Creative Book V1,Jackson,/tp @s -18.5 58 65.5 90 0,,Misc. Func.,Book
UwU,Yurni,/tp @s -18.5 58 64.5 90 0,,Misc. Func.,Book
Villager Tool,Finney,/tp @s -18.5 58 63.5 90 0,,Misc. Func.,Book
Yurni's Utilities,Yurni,/tp @s -18.5 58 62.5 90 0,,Misc. Func.,Book
Can't believe I did math for a Minecraft Bot,CoolestGuy94,/tp @s 19.5 61 67.5 -90 0,,Misc. Non-Func.,Book
Cave City,Archeopterix,/tp @s 19.5 61 66.5 -90 0,,Misc. Non-Func.,Book
Chicken Tendies,ZuziaGamer,/tp @s 19.5 61 65.5 -90 0,,Misc. Non-Func.,Book
Congrats You Got Admin!,Unknown Author,/tp @s 19.5 61 63.5 -90 0,,Misc. Non-Func.,Book
Cullen Family,Byre_Cullen,/tp @s 19.5 61 62.5 -90 0,,Misc. Non-Func.,Book
"Fix VP, please!",SuperRyn,/tp @s 19.5 61 61.5 -90 0,,Misc. Non-Func.,Book
How to make a Pimento Cheese Sandwich,Mike Ehrmantraut,/tp @s 19.5 60 67.5 -90 0,,Misc. Non-Func.,Book
Infinity History Book,quack95,/tp @s 19.5 60 66.5 -90 0,,Misc. Non-Func.,Book
Introduction to SRC,Unknown Author,/tp @s 19.5 60 65.5 -90 0,,Misc. Non-Func.,Book
Just Relatable.,Dropletsi,/tp @s 19.5 60 64.5 -90 0,,Misc. Non-Func.,Book
Labs Inc. Rule Book,Quacktastic,/tp @s 19.5 60 63.5 -90 0,,Misc. Non-Func.,Book
Lifehacks,SeriousGamer_212,/tp @s 19.5 60 62.5 -90 0,,Misc. Non-Func.,Book
Logstick Guide,Unknown Author,/tp @s 19.5 60 61.5 -90 0,,Misc. Non-Func.,Book
mcdonalds menue,Unknown Author,/tp @s 19.5 59 67.5 -90 0,,Misc. Non-Func.,Book
Mead Wide-Ruled,Unknown Author,/tp @s 19.5 59 66.5 -90 0,,Misc. Non-Func.,Book
nerd.nu Rule Book,Unknown Author,/tp @s 19.5 59 65.5 -90 0,,Misc. Non-Func.,Book
Nyaaa,Yurni,/tp @s 19.5 59 64.5 0 0,,Misc. Non-Func.,Book
Please do not touch this Village,Caketaco,/tp @s 19.5 59 63.5 0 0,,Misc. Non-Func.,Book
Prayer to The Goddess Of War,Yurni,/tp @s 19.5 59 62.5 0 0,,Misc. Non-Func.,Book
RealLifeCookbook,ZuziaGamer,/tp @s 19.5 59 61.5 0 0,,Misc. Non-Func.,Book
Sollee's Diary,SolleeRockeeee,/tp @s 19.5 58 67.5 -90 0,,Misc. Non-Func.,Book
Sus Bible,Amogus,/tp @s 19.5 58 66.5 -90 0,,Misc. Non-Func.,Book
The 3 Buddies,TheIronBot,/tp @s 19.5 58 65.5 -90 0,,Misc. Non-Func.,Book
The Art Of War I-IV,Sun Tzu,/tp @s 19.5 58 64.5 -90 0,,Misc. Non-Func.,Book
Savrino Times #3,AkselPlaysGames,/tp @s 19.5 58 63.5 -90 0,,Misc. Non-Func.,Book
Savrino Times #2,AkselPlaysGames,/tp @s 19.5 58 62.5 -90 0,,Misc. Non-Func.,Book
SAVRINO TIMES 1#,AkselPlaysGames,/tp @s 19.5 58 61.5 -90 0,,Misc. Non-Func.,Book
The Borg,aj2x4,/tp @s 19.5 58 67.5 -90 35,,Misc. Non-Func.,Book
TheBuilder,YaBoiChipsAh0y,/tp @s 19.5 58 66.5 -90 35,,Misc. Non-Func.,Book
The Imperial Articles,Unknown Author,/tp @s 19.5 58 65.5 -90 35,,Misc. Non-Func.,Book
The Spawn Meta,Unknown Author,/tp @s 19.5 58 63.5 -90 35,,Misc. Non-Func.,Book
Video x Saturn Collection,videogamesm12,/tp @s 19.5 58 62.5 -90 35,,Misc. Non-Func.,Book
Vindicator Book,VindicatorPriest,/tp @s 19.5 58 61.5 -90 35,,Misc. Non-Func.,Book
We Didn't Start The Fire: TF Edition,Billy Joel,/tp @s 19.5 61 55.5 -90 0,,Misc. Non-Func.,Book
Welcome to TotalFreedom!,markbyron,/tp @s 19.5 61 54.5 -90 0,,Misc. Non-Func.,Book
Abuse Kit v1,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v2,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
Abuse Kit v3,EnderEyeGames,/tp @s 16.5 41 40.5 -180 0,,Collections,Kit
